mp-42,7.669666661058728e-06,0.00
mp-1182029,1.0024091424999995,0.00
mp-1178801,1.1981392065000023,0.00
mp-1182070,0.008550177500000089,0.00
mp-632286,0.05888531000000086,0.00
mp-1179605,0.05048234499999893,0.00
mp-43,0.08967122466668419,0.00
mp-1096992,0.02822631749999971,0.00
mp-1096915,0.042207972068965205,0.00
mp-632329,0.014112057500000219,0.00
mp-1079297,0.08220610625000013,0.00
mp-567332,0.0038607150000018464,0.00
mp-1080826,0.30091549999999856,0.00
mp-542606,0.7908879723529347,0.00
mp-1179990,0.8763179616666665,0.00
mp-1056059,1.5562824812500002,0.00
mp-1977763,0.3592132400000001,0.00
mp-1179325,0.3997205033333344,0.00
mp-1056027,0.4962295870000002,0.00
mp-1076923,5.146382562500001,0.00
mp-1064244,0.11248714000000071,0.00
mp-723897,3.518999916666667,0.00
mp-7098,0.09617646374999822,0.00
mp-1180008,0.4185814870833345,0.00
mp-1403870,1.2507520099999994,0.00
mp-1180064,0.38574127824999993,0.00
mp-1120447,0.37250966749999925,0.00
mp-1094120,0.18974828500000265,0.00
mp-570316,0.1552666991666669,0.00
mp-1180036,0.02870179875000023,0.00
mp-672241,0.018231601250001006,0.00
mp-93,0.09751105433333578,0.00
mp-1193227,0.11920180928571458,0.00
mp-1182029,1.0024091424999995,0.00
mp-1178801,1.1981392065000023,0.00
mp-1182070,0.008550177500000089,0.00
mp-632286,0.05888531000000086,0.00
mp-1179605,0.05048234499999893,0.00
mp-43,0.08967122466668419,0.00
mp-1096992,0.02822631749999971,0.00
mp-42,7.669666661058728e-06,0.00
mp-1096915,0.042207972068965205,0.00
mp-632329,0.014112057500000219,0.00
mp-1079297,0.08220610625000013,0.00
mp-567332,0.0038607150000018464,0.00
mp-1080826,0.30091549999999856,0.00
mp-542606,0.7908879723529347,0.00
mp-1179990,0.8763179616666665,0.00
mp-1056059,1.5562824812500002,0.00
mp-1977763,0.3592132400000001,0.00
mp-1179325,0.3997205033333344,0.00
mp-1056027,0.4962295870000002,0.00
mp-1076923,5.146382562500001,0.00
mp-1064244,0.11248714000000071,0.00
mp-723897,3.518999916666667,0.00
mp-7098,0.09617646374999822,0.00
mp-1180008,0.4185814870833345,0.00
mp-1403870,1.2507520099999994,0.00
mp-1180064,0.38574127824999993,0.00
mp-1120447,0.37250966749999925,0.00
mp-1094120,0.18974828500000265,0.00
mp-570316,0.1552666991666669,0.00
mp-1180036,0.02870179875000023,0.00
mp-672241,0.018231601250001006,0.00
mp-93,0.09751105433333578,0.00
mp-1193227,0.11920180928571458,0.00
mp-1064933,0.3496637743750002,0.00
mp-1008501,0.05054600499999973,0.00
mp-569794,0.0,0.00
mp-697196,1.211237520000013,0.00
mp-1056579,0.4840721299999995,0.00
mp-639755,0.007387402500000029,0.00
mp-1008395,0.33508167499999963,0.00
mp-140,0.12798925999999966,0.00
mp-1010136,0.035562810000000056,0.00
mp-850274,0.0017543562500001997,0.00
mp-974920,0.01251068344827555,0.00
mp-975519,0.016627212499999988,0.00
mp-999200,0.116633199999999,0.00
mp-1183694,0.010381079999998377,0.00
mp-1095534,1.1233573308333327,0.00
mp-1095633,0.9987541691666664,0.00
mp-1055994,0.004489730000003078,0.00
mp-1056366,0.10778921500000038,0.00
mp-1181996,2.6368207524999994,0.00
mp-1239196,0.30212553249999985,0.00
mp-623511,0.061407004999999515,0.00
mp-1056351,0.037615175,0.00
mp-62,0.0,0.00
mp-166,0.02121779000000057,0.00
mp-1183455,0.01498604499999967,0.00
mp-1010048,0.11717636999999925,0.00
mp-601148,0.06873394,0.00
mp-10631,0.30193994000000046,0.00
mp-569289,0.007561464999994882,0.00
mp-568938,0.11243127833333588,0.00
mp-570384,0.1302275475000001,0.00
mp-1078640,0.1663502557500003,0.00
mp-567826,0.18178500749999849,0.00
mp-568087,0.1653711200000001,0.00
mp-567144,0.2705962950000007,0.00
mp-567308,0.20573354000000066,0.00
mp-1184591,0.010926082499999268,0.00
mp-1180961,0.07119881125000038,0.00
mp-84,0.12017831000000001,0.00
mp-3,0.06523651999999913,0.00
mp-78,0.22971913499999985,0.00
mp-639736,0.07019465250000001,0.00
mp-92,0.2887398000000001,0.00
mp-1057139,0.6575198720689652,0.00
mp-10617,0.25864887833333405,0.00
mp-1094073,0.5708694668750001,0.00
mp-1077098,0.017943575000003875,0.00
mp-1179643,0.34840703437500053,0.00
mp-571520,0.19694103500000004,0.00
mp-128,0.14758580250000009,0.00
mp-7,0.05219804718750017,0.00
mp-147,0.02339117760416561,0.00
mp-19,0.0,0.00
mp-1183057,0.015585797500004142,0.00
mp-567630,0.008282981666662673,0.00
mp-14,0.001081077604167054,0.00
mp-1077335,0.2814404816666638,0.00
mp-604325,0.07354111700000043,0.00
mp-1087546,0.016720372500000025,0.00
mp-1179917,0.03517722166666696,0.00
mp-990424,0.009772577499999713,0.00
mp-1014111,0.6202391299999999,0.00
mp-1077457,0.08845976166666485,0.00
mp-582819,0.0,0.00
mp-1018134,0.0,0.00
mp-1186440,0.007940435833333481,0.00
mp-979286,0.0060077099999999994,0.00
mp-1184569,0.017148647499993785,0.00
mp-1094057,0.5177497299999997,0.00
mp-989737,0.010381675000004975,0.00
mp-1183069,0.011821722500002352,0.00
mp-1184502,0.007490013333333915,0.00
mp-1184115,0.0,0.00
mp-973198,0.004727346666666558,0.00
mp-972351,0.008828969999996161,0.00
mp-973571,4.736951571734001e-15,0.00
mp-86,0.004673933333331585,0.00
mp-981544,0.022790668333333503,0.00
mp-974788,0.010861629166669218,0.00
mp-1187769,0.002141069999999995,0.00
mp-11698,0.0034975233333322344,0.00
mp-11,0.011004127499999683,0.00
mp-569007,0.08874567863636235,0.00
mp-10659,0.01527059500000405,0.00
mp-1184764,0.008031266250000613,0.00
mp-1178932,0.05409545333333554,0.00
mp-130,0.1126301620238106,0.00
mp-1187812,0.007402094999998591,0.00
mp-104,0.0,0.00
mp-1187073,0.002934636666665824,0.00
mp-982872,0.020471135000001084,0.00
mp-1183542,0.02428436000000289,0.00
mp-1018122,0.00666605666665987,0.00
mp-10658,0.01158868833333789,0.00
mp-569416,0.030187767499999296,0.00
mp-1187739,0.042620386666664935,0.00
mp-570087,0.028687346666667207,0.00
mp-975065,0.011058360833336186,0.00
mp-601273,0.12770696500000156,0.00
mp-1095086,1.3293143162499987,0.00
mp-672234,4.68820494375,0.00
mp-1196961,0.11045900649999965,0.00
mp-754382,0.0035665899999999806,0.00
mp-605790,0.17547373,0.00
mp-1076920,0.38525128999999936,0.00
mp-990448,0.009136742499999073,0.00
mp-10861,0.0029604591666630617,0.00
mp-568806,0.011936282499998896,0.00
mp-1056376,0.3617796399999982,0.00
mp-1096950,0.4766994200000001,0.00
mp-72,0.0,0.00
mp-1008283,0.7278316549999999,0.00
mp-1094136,0.7398515400000001,0.00
mp-1009460,0.032178136666658474,0.00
mp-1056418,1.3997281333333333,0.00
mp-34,0.305300729999999,0.00
mp-1056004,0.8708065199999986,0.00
mp-1055985,0.7073052808333342,0.00
